,group,libsize,has_program,program_usage,is_doublet,group2
Cell9375,1,2725.7520116772935,False,0.0,False,-1
Cell9376,2,2260.9232434859214,True,0.3788051471807732,False,-1
Cell9377,6,706.3423806196206,False,0.0,False,-1
Cell9378,8,3008.632009870651,False,0.0,False,-1
Cell9379,12,2984.5418952038426,False,0.0,True,5
Cell9380,7,7160.045469042847,False,0.0,False,-1
Cell9381,13,857.8115531276873,False,0.0,False,-1
Cell9382,5,2814.9441430321176,False,0.0,False,-1
Cell9383,11,656.4316195959485,False,0.0,False,-1
Cell9384,5,3062.8148343745142,False,0.0,False,-1
Cell9385,7,3387.35550576585,False,0.0,False,-1
Cell9386,4,3398.96946615021,False,0.0,True,10
Cell9387,9,830.5743926501234,False,0.0,False,-1
Cell9388,12,4010.0578920292896,False,0.0,False,-1
Cell9389,6,2390.62127479717,False,0.0,False,-1
Cell9390,7,5017.634399989469,False,0.0,False,-1
Cell9391,13,4243.119543153098,False,0.0,False,-1
Cell9392,2,4388.002844055924,False,0.0,False,-1
Cell9393,3,6217.920834914841,False,0.0,False,-1
Cell9394,12,194.36578747833326,False,0.0,False,-1
Cell9395,9,1090.9081381765668,False,0.0,False,-1
Cell9396,12,2901.1897291715154,False,0.0,False,-1
Cell9397,5,2492.439369751549,False,0.0,False,-1
Cell9398,1,473.73763084328505,False,0.0,False,-1
Cell9399,9,1539.226382103451,False,0.0,False,-1
Cell9400,13,871.7346593584485,False,0.0,False,-1
Cell9401,10,595.3158079038371,False,0.0,False,-1
Cell9402,1,340.11499777532833,False,0.0,False,-1
Cell9403,4,1512.31487633773,False,0.0,False,-1
Cell9404,5,521.3267105244367,False,0.0,False,-1
Cell9405,1,508.7767926944656,False,0.0,False,-1
Cell9406,9,1093.1870657038828,False,0.0,False,-1
Cell9407,2,5691.87275905465,False,0.0,False,-1
Cell9408,4,1740.7911600191694,True,0.37297515363833444,False,-1
Cell9409,4,930.3295434927408,True,0.49371294998669424,False,-1
Cell9410,12,645.1559077290109,False,0.0,False,-1
Cell9411,10,4431.9877407840895,False,0.0,False,-1
Cell9412,6,1270.5257177332942,False,0.0,False,-1
Cell9413,1,5870.163824890294,False,0.0,False,-1
Cell9414,7,1487.9772412815205,False,0.0,False,-1
Cell9415,11,1570.4250716589625,False,0.0,False,-1
Cell9416,9,1507.985585606994,False,0.0,False,-1
Cell9417,10,654.9725496339182,False,0.0,True,7
Cell9418,3,808.9582349343291,False,0.0,False,-1
Cell9419,1,1673.5087898172574,False,0.0,False,-1
Cell9420,8,1491.6873762138403,False,0.0,False,-1
Cell9421,11,6353.70520885133,False,0.0,False,-1
Cell9422,9,3904.80151413325,False,0.0,False,-1
Cell9423,13,1273.0117542764326,False,0.0,True,7
Cell9424,12,3423.502512708229,False,0.0,False,-1
Cell9425,8,2206.5902348791487,False,0.0,False,-1
Cell9426,8,5294.547979457507,False,0.0,False,-1
Cell9427,12,2726.062065720625,False,0.0,False,-1
Cell9428,5,2090.057585562811,False,0.0,False,-1
Cell9429,1,471.8430808995477,True,0.1323250170699905,False,-1
Cell9430,5,1685.9857803833565,False,0.0,False,-1
Cell9431,8,1567.7411603078485,False,0.0,False,-1
Cell9432,6,2349.8749384744337,False,0.0,False,-1
Cell9433,2,3364.1680626302837,True,0.39704746433752347,False,-1
Cell9434,12,301.1428214415177,False,0.0,True,2
Cell9435,9,1721.0783229763715,False,0.0,True,8
Cell9436,4,1993.2730361849137,False,0.0,False,-1
Cell9437,2,844.6980870152343,True,0.14573282736141088,False,-1
Cell9438,13,3475.729378982755,False,0.0,False,-1
Cell9439,12,4853.18388364558,False,0.0,False,-1
Cell9440,9,1759.5077751665494,False,0.0,False,-1
Cell9441,7,2319.2511293487505,False,0.0,False,-1
Cell9442,1,2904.458435649556,True,0.39675776440423927,True,8
Cell9443,1,4275.942962686615,False,0.0,False,-1
Cell9444,4,2364.186030824717,True,0.5437669478879522,False,-1
Cell9445,3,415.7280638266618,False,0.0,False,-1
Cell9446,6,2828.337326314877,False,0.0,False,-1
Cell9447,3,3533.447854653586,False,0.0,False,-1
Cell9448,11,941.183195509359,False,0.0,False,-1
Cell9449,12,2141.805936018442,False,0.0,False,-1
Cell9450,7,1319.4893620533833,False,0.0,False,-1
Cell9451,2,1589.7212300844503,True,0.1075898204036194,False,-1
Cell9452,1,9769.982225942707,False,0.0,False,-1
Cell9453,7,2289.228955380987,False,0.0,False,-1
Cell9454,11,2557.325716163144,False,0.0,False,-1
Cell9455,12,4375.233109243647,False,0.0,False,-1
Cell9456,7,1505.7733790113593,False,0.0,False,-1
Cell9457,9,694.2602774633318,False,0.0,False,-1
Cell9458,3,1761.7228344943755,False,0.0,False,-1
Cell9459,11,3852.8947795476843,False,0.0,False,-1
Cell9460,2,1584.7962108091592,False,0.0,False,-1
Cell9461,7,1081.0561532575846,False,0.0,False,-1
Cell9462,12,1641.724835789107,False,0.0,False,-1
Cell9463,13,3016.3754054310175,False,0.0,True,1
Cell9464,8,994.1634622507415,False,0.0,False,-1
Cell9465,4,1357.1805841232865,True,0.5168999482628276,False,-1
Cell9466,3,2037.5904608494384,False,0.0,False,-1
Cell9467,7,521.2097951506622,False,0.0,False,-1
Cell9468,12,3302.733402590951,False,0.0,False,-1
Cell9469,4,903.9976355571337,True,0.4680425192480767,False,-1
Cell9470,2,5753.815260124703,True,0.593060253013404,False,-1
Cell9471,9,1418.4570667381583,False,0.0,False,-1
Cell9472,6,2386.8554366466756,False,0.0,False,-1
Cell9473,10,3531.5838022351,False,0.0,False,-1
Cell9474,1,983.4481938409436,False,0.0,False,-1
Cell9475,1,4889.270212500252,False,0.0,False,-1
Cell9476,7,1431.5381705391032,False,0.0,True,2
Cell9477,10,1916.267824678117,False,0.0,False,-1
Cell9478,9,1384.0116891044167,False,0.0,False,-1
Cell9479,11,1157.057353970516,False,0.0,False,-1
Cell9480,10,278.1174574983324,False,0.0,False,-1
Cell9481,10,10097.361549650625,False,0.0,False,-1
Cell9482,6,1049.6442807040705,False,0.0,False,-1
Cell9483,3,594.0063439799953,False,0.0,False,-1
Cell9484,11,4290.777677055404,False,0.0,False,-1
Cell9485,8,5361.171213370167,False,0.0,True,4
Cell9486,1,7628.384105691488,False,0.0,False,-1
Cell9487,1,7060.698505084277,False,0.0,False,-1
Cell9488,4,4227.299918349234,True,0.22040951963990196,False,-1
Cell9489,6,3150.359462270364,False,0.0,False,-1
Cell9490,7,2568.4751914201993,False,0.0,False,-1
Cell9491,5,3363.5902896822913,False,0.0,False,-1
Cell9492,6,994.8783957046103,False,0.0,False,-1
Cell9493,3,5877.788551011357,True,0.24677046291164184,False,-1
Cell9494,11,1886.1033907167648,False,0.0,False,-1
Cell9495,12,3662.042305552305,False,0.0,True,12
Cell9496,11,934.387301864027,False,0.0,True,7
Cell9497,5,1149.7470607355826,False,0.0,False,-1
Cell9498,11,682.6011424574698,False,0.0,True,5
Cell9499,3,1135.9410757183518,False,0.0,False,-1
Cell9500,5,483.3437453736688,False,0.0,True,8
Cell9501,5,1472.2303144250918,False,0.0,False,-1
Cell9502,7,2848.7920240690005,False,0.0,False,-1
Cell9503,2,1877.5232759106414,True,0.3706799059352508,False,-1
Cell9504,13,2750.7163453385915,False,0.0,False,-1
Cell9505,13,1142.06311215416,False,0.0,False,-1
Cell9506,12,3578.400739705987,False,0.0,False,-1
Cell9507,13,2966.9471675765058,False,0.0,False,-1
Cell9508,6,2729.8750017124416,False,0.0,True,5
Cell9509,13,1594.536885850019,False,0.0,False,-1
Cell9510,12,5486.349874093584,False,0.0,False,-1
Cell9511,5,1270.2584541360907,False,0.0,False,-1
Cell9512,8,2482.7512386482363,False,0.0,False,-1
Cell9513,10,326.76845304653716,False,0.0,False,-1
Cell9514,11,4164.702681958111,False,0.0,False,-1
Cell9515,6,939.8835176041031,False,0.0,False,-1
Cell9516,9,3483.3779088944502,False,0.0,False,-1
Cell9517,11,3005.35328833889,False,0.0,False,-1
Cell9518,6,4716.585948427646,False,0.0,False,-1
Cell9519,4,829.9094137993484,False,0.0,True,13
Cell9520,3,2173.5971793552817,False,0.0,False,-1
Cell9521,1,3945.53782439588,True,0.15525877717935357,False,-1
Cell9522,12,1523.68733841014,False,0.0,False,-1
Cell9523,12,5181.585934187815,False,0.0,False,-1
Cell9524,5,1830.6566485790968,False,0.0,False,-1
Cell9525,12,3918.003611954952,False,0.0,True,2
Cell9526,2,2472.485195140793,True,0.3845060603269027,False,-1
Cell9527,4,2676.0123104882873,False,0.0,False,-1
Cell9528,13,926.4834720148201,False,0.0,False,-1
Cell9529,13,4616.676299527011,False,0.0,False,-1
Cell9530,2,1788.007706290525,False,0.0,False,-1
Cell9531,2,2476.3906849543373,False,0.0,False,-1
Cell9532,7,4309.200052338488,False,0.0,False,-1
Cell9533,5,11712.852976382255,False,0.0,False,-1
Cell9534,12,384.4974884147089,False,0.0,False,-1
Cell9535,2,704.4045434791194,False,0.0,False,-1
Cell9536,8,1016.5947416783595,False,0.0,False,-1
Cell9537,6,3717.6597882442297,False,0.0,False,-1
Cell9538,7,452.3974923140359,False,0.0,False,-1
Cell9539,2,2790.160578232474,False,0.0,False,-1
Cell9540,13,389.00810200358893,False,0.0,False,-1
Cell9541,3,4091.303607007252,False,0.0,False,-1
Cell9542,1,1738.148985478076,False,0.0,False,-1
Cell9543,9,1210.922094550132,False,0.0,False,-1
Cell9544,2,3426.234410346594,False,0.0,False,-1
Cell9545,10,2370.4844102400766,False,0.0,False,-1
Cell9546,6,1402.5121982166438,False,0.0,False,-1
Cell9547,13,3449.893053838546,False,0.0,False,-1
Cell9548,11,467.2341494236864,False,0.0,False,-1
Cell9549,12,1916.863138965306,False,0.0,False,-1
Cell9550,7,3201.7841335480753,False,0.0,False,-1
Cell9551,10,412.0620510235814,False,0.0,False,-1
Cell9552,7,1387.479486327146,False,0.0,False,-1
Cell9553,3,5955.788212862166,False,0.0,False,-1
Cell9554,12,531.8807633121322,False,0.0,False,-1
Cell9555,2,1659.7392895896894,False,0.0,False,-1
Cell9556,2,15762.644641764264,False,0.0,False,-1
Cell9557,9,773.6793957870252,False,0.0,False,-1
Cell9558,6,1620.352525154021,False,0.0,False,-1
Cell9559,5,3833.684886017749,False,0.0,False,-1
Cell9560,9,2281.0694283324083,False,0.0,False,-1
Cell9561,3,401.0331718986751,False,0.0,False,-1
Cell9562,10,4257.366045418375,False,0.0,False,-1
Cell9563,13,824.0748288469804,False,0.0,True,13
Cell9564,13,2127.3704832061026,False,0.0,False,-1
Cell9565,10,1416.1424407236295,False,0.0,False,-1
Cell9566,12,3109.2422735855234,False,0.0,False,-1
Cell9567,8,1722.4700287190055,False,0.0,False,-1
Cell9568,9,2724.5603891155515,False,0.0,False,-1
Cell9569,2,1046.9939978251073,True,0.621308527280586,False,-1
Cell9570,13,3658.9987615543528,False,0.0,False,-1
Cell9571,1,1877.110408113365,True,0.1936447213648283,False,-1
Cell9572,6,1379.3175260144728,False,0.0,False,-1
Cell9573,4,1189.6496460282165,True,0.2374726698485243,False,-1
Cell9574,6,2908.227508065183,False,0.0,False,-1
Cell9575,6,1910.775236815423,False,0.0,False,-1
Cell9576,4,2650.711239890697,False,0.0,False,-1
Cell9577,11,2920.996912290312,False,0.0,False,-1
Cell9578,7,1975.4613785225024,False,0.0,False,-1
Cell9579,9,1775.396520248752,False,0.0,False,-1
Cell9580,8,4516.328136671734,False,0.0,False,-1
Cell9581,4,5704.033970706265,False,0.0,False,-1
Cell9582,10,1325.3367210331487,False,0.0,False,-1
Cell9583,6,1266.8406392791721,False,0.0,False,-1
Cell9584,12,3775.1859563398193,False,0.0,False,-1
Cell9585,9,918.8194760359564,False,0.0,False,-1
Cell9586,5,2327.260956087765,False,0.0,False,-1
Cell9587,13,1197.9200959819157,False,0.0,False,-1
Cell9588,8,10119.985381797842,False,0.0,False,-1
Cell9589,13,1105.8577413606386,False,0.0,False,-1
Cell9590,1,2997.0998575361573,False,0.0,False,-1
Cell9591,1,1200.6380194566605,False,0.0,False,-1
Cell9592,2,679.95683644852,True,0.6473464737513799,False,-1
Cell9593,5,6197.011689774083,False,0.0,False,-1
Cell9594,11,3262.7898898094923,False,0.0,False,-1
Cell9595,12,1819.4167212783914,False,0.0,False,-1
Cell9596,12,2142.6635154895584,False,0.0,False,-1
Cell9597,6,4642.225923901862,False,0.0,False,-1
Cell9598,7,908.5445084060582,False,0.0,False,-1
Cell9599,10,1678.8806846745426,False,0.0,False,-1
Cell9600,11,923.2899495246352,False,0.0,False,-1
Cell9601,9,1523.5282212113573,False,0.0,False,-1
Cell9602,8,6654.34170007504,False,0.0,False,-1
Cell9603,5,2235.440873454392,False,0.0,False,-1
Cell9604,13,3892.942244457335,False,0.0,False,-1
Cell9605,4,1458.802676372714,False,0.0,False,-1
Cell9606,11,2270.6426305352734,False,0.0,False,-1
Cell9607,7,1638.39677485278,False,0.0,False,-1
Cell9608,4,1026.8065873621088,True,0.320914938667326,False,-1
Cell9609,4,10801.761483127433,True,0.12070220110204342,False,-1
Cell9610,2,5493.242048657607,False,0.0,False,-1
Cell9611,10,2328.3739689760114,False,0.0,False,-1
Cell9612,11,2212.8602687797716,False,0.0,False,-1
Cell9613,7,973.285503556147,False,0.0,False,-1
Cell9614,9,8071.91488938057,False,0.0,False,-1
Cell9615,3,1611.9061276958446,False,0.0,False,-1
Cell9616,10,891.167054985659,False,0.0,False,-1
Cell9617,2,2269.18734986751,False,0.0,False,-1
Cell9618,13,2850.7453599365595,False,0.0,False,-1
Cell9619,8,1168.843807139422,False,0.0,False,-1
Cell9620,4,1054.4936902104798,False,0.0,False,-1
Cell9621,13,1950.4924134246805,False,0.0,False,-1
Cell9622,11,436.69605831555725,False,0.0,True,12
Cell9623,11,4155.498953419598,False,0.0,False,-1
Cell9624,13,1220.05071690659,False,0.0,False,-1
Cell9625,11,838.8462604608743,False,0.0,False,-1
Cell9626,9,1049.3878650636047,False,0.0,False,-1
Cell9627,8,2544.754419513213,False,0.0,False,-1
Cell9628,2,3986.999361237479,True,0.31498777647921405,False,-1
Cell9629,9,523.5870151043059,False,0.0,False,-1
Cell9630,9,3916.6028009249803,False,0.0,False,-1
Cell9631,5,3353.6361214391272,False,0.0,False,-1
Cell9632,10,3894.2656206249394,False,0.0,False,-1
Cell9633,6,1772.0128913799306,False,0.0,False,-1
Cell9634,12,1178.4825828208436,False,0.0,False,-1
Cell9635,4,1051.7051291355708,True,0.3157677109041016,False,-1
Cell9636,9,1798.442493017479,False,0.0,False,-1
Cell9637,8,3173.6866189538814,False,0.0,False,-1
Cell9638,12,2556.701340148457,False,0.0,False,-1
Cell9639,12,1546.6119209219069,False,0.0,False,-1
Cell9640,10,2217.787128169538,False,0.0,False,-1
Cell9641,5,547.006069831619,False,0.0,False,-1
Cell9642,7,1954.903544532823,False,0.0,True,13
Cell9643,6,7833.957443168464,False,0.0,False,-1
Cell9644,11,724.2413666710527,False,0.0,False,-1
Cell9645,5,1581.5600534266432,False,0.0,False,-1
Cell9646,9,989.253170172433,False,0.0,False,-1
Cell9647,8,1014.0441002967178,False,0.0,False,-1
Cell9648,3,4980.006989415884,False,0.0,False,-1
Cell9649,7,2127.1999529721697,False,0.0,False,-1
Cell9650,3,2990.902160106977,True,0.6081798310187054,False,-1
Cell9651,9,3445.0448479999886,False,0.0,False,-1
Cell9652,5,4078.952043211344,False,0.0,False,-1
Cell9653,12,1450.4928446409303,False,0.0,False,-1
Cell9654,5,1322.0718813680198,False,0.0,False,-1
Cell9655,3,1332.2263230288208,False,0.0,False,-1
Cell9656,12,2608.0993595106465,False,0.0,False,-1
Cell9657,5,648.5250933151729,False,0.0,False,-1
Cell9658,5,1320.6865704164077,False,0.0,False,-1
Cell9659,6,193.77898540846306,False,0.0,False,-1
Cell9660,9,4412.575961363468,False,0.0,False,-1
Cell9661,3,4053.7364484580667,False,0.0,False,-1
Cell9662,1,2748.023935865438,False,0.0,False,-1
Cell9663,7,3217.228722284781,False,0.0,False,-1
Cell9664,4,1264.0649158081033,True,0.25231262324776355,False,-1
Cell9665,4,5341.809564192764,True,0.4702054070932099,False,-1
Cell9666,6,2198.0399463085287,False,0.0,False,-1
Cell9667,5,565.7378979311326,False,0.0,True,7
Cell9668,8,1579.5239525145316,False,0.0,True,5
Cell9669,4,639.9433082568244,False,0.0,False,-1
Cell9670,4,1525.832845877928,True,0.4387955917095886,True,12
Cell9671,12,942.8046043526631,False,0.0,False,-1
Cell9672,3,808.3704254393424,False,0.0,False,-1
Cell9673,11,2496.5577754954556,False,0.0,False,-1
Cell9674,5,9277.69630084343,False,0.0,False,-1
Cell9675,5,3059.8969150892926,False,0.0,False,-1
Cell9676,9,3265.1329942249813,False,0.0,False,-1
Cell9677,2,1264.8280389403906,True,0.620240109310875,False,-1
Cell9678,6,4095.729936868123,False,0.0,False,-1
Cell9679,3,4829.776683077008,False,0.0,False,-1
Cell9680,2,3984.026928775265,True,0.21760064640729687,False,-1
Cell9681,3,1096.4490540060747,False,0.0,True,7
Cell9682,3,2070.818513325141,False,0.0,False,-1
Cell9683,3,3104.1324407092566,False,0.0,False,-1
Cell9684,2,3162.0885330269134,False,0.0,False,-1
Cell9685,1,1415.6947083382124,True,0.32169214906986443,False,-1
Cell9686,6,1462.2532408592083,False,0.0,True,4
Cell9687,8,7983.995325060667,False,0.0,False,-1
Cell9688,5,4681.561878086728,False,0.0,False,-1
Cell9689,11,4425.8391885707715,False,0.0,False,-1
Cell9690,5,845.6402928003258,False,0.0,False,-1
Cell9691,6,1697.0638569078978,False,0.0,False,-1
Cell9692,5,1914.0683347097072,False,0.0,False,-1
Cell9693,11,224.29571607410662,False,0.0,False,-1
Cell9694,13,5010.106984529967,False,0.0,False,-1
Cell9695,4,2796.6118823200995,False,0.0,True,13
Cell9696,4,2524.8141573330463,False,0.0,False,-1
Cell9697,10,8205.101308189922,False,0.0,False,-1
Cell9698,12,1337.5029921807165,False,0.0,False,-1
Cell9699,8,1993.2680567112832,False,0.0,False,-1
Cell9700,5,1514.5568021734855,False,0.0,False,-1
Cell9701,4,4455.157859264763,True,0.14507358616408733,False,-1
Cell9702,5,3704.9070960489144,False,0.0,False,-1
Cell9703,9,3025.508271396656,False,0.0,False,-1
Cell9704,12,4690.490821208862,False,0.0,False,-1
Cell9705,13,4908.384129837376,False,0.0,False,-1
Cell9706,2,2088.3113646007805,True,0.4189306242552643,True,13
Cell9707,7,431.5888614027649,False,0.0,False,-1
Cell9708,4,812.0554642806492,True,0.6852264227178474,False,-1
Cell9709,12,1770.5757078667045,False,0.0,False,-1
Cell9710,8,2351.518514812218,False,0.0,False,-1
Cell9711,3,2851.462361755888,True,0.6581084733117518,False,-1
Cell9712,3,2401.550281662815,True,0.4044545610066227,False,-1
Cell9713,11,566.5291730468058,False,0.0,True,2
Cell9714,8,2070.397178941521,False,0.0,False,-1
Cell9715,8,3717.437684051522,False,0.0,False,-1
Cell9716,3,3286.3281215741054,False,0.0,True,13
Cell9717,10,398.2638757537218,False,0.0,False,-1
Cell9718,1,1217.1458137238405,False,0.0,False,-1
Cell9719,4,5370.7867478463495,False,0.0,False,-1
Cell9720,7,1287.3869611710807,False,0.0,False,-1
Cell9721,4,2970.309347291164,False,0.0,False,-1
Cell9722,2,4917.9369787034775,True,0.1327205626561591,False,-1
Cell9723,5,5250.656574386344,False,0.0,True,5
Cell9724,7,1999.831745471847,False,0.0,False,-1
Cell9725,4,5294.712977189787,True,0.16217850048755267,False,-1
Cell9726,12,1567.3933788413042,False,0.0,False,-1
Cell9727,10,2449.550675913073,False,0.0,False,-1
Cell9728,13,691.3664956797041,False,0.0,False,-1
Cell9729,2,2100.280066913205,True,0.6727255055384317,False,-1
Cell9730,2,1970.9227613740286,False,0.0,False,-1
Cell9731,6,1808.9859315199794,False,0.0,False,-1
Cell9732,3,2753.375965034991,False,0.0,False,-1
Cell9733,10,1240.6997089669255,False,0.0,False,-1
Cell9734,10,12272.877216590456,False,0.0,False,-1
Cell9735,1,222.44333701959476,False,0.0,False,-1
Cell9736,10,3478.573968215453,False,0.0,False,-1
Cell9737,13,1551.8942242992293,False,0.0,False,-1
Cell9738,8,1503.6472896913065,False,0.0,False,-1
Cell9739,6,4282.104255847729,False,0.0,False,-1
Cell9740,9,2121.7536288273113,False,0.0,False,-1
Cell9741,6,2000.8970671327165,False,0.0,True,5
Cell9742,8,956.2172831539214,False,0.0,False,-1
Cell9743,3,5433.978859988943,True,0.4809979347010306,False,-1
Cell9744,7,11431.314516353992,False,0.0,False,-1
Cell9745,4,12750.507960033025,False,0.0,False,-1
Cell9746,2,606.7618264312747,False,0.0,False,-1
Cell9747,2,6036.973670229094,True,0.43454453681650473,False,-1
Cell9748,2,3115.6770563913715,False,0.0,False,-1
Cell9749,3,4774.069128452304,False,0.0,False,-1
Cell9750,5,3282.6011166109865,False,0.0,False,-1
Cell9751,8,7548.4095898511205,False,0.0,False,-1
Cell9752,9,2337.845222063004,False,0.0,False,-1
Cell9753,10,2291.7931447340875,False,0.0,False,-1
Cell9754,6,1997.4489887408454,False,0.0,False,-1
Cell9755,4,4987.168534417799,False,0.0,False,-1
Cell9756,13,733.1677106835817,False,0.0,False,-1
Cell9757,6,10269.075933129674,False,0.0,False,-1
Cell9758,2,3090.237749145068,False,0.0,False,-1
Cell9759,8,1436.841414257054,False,0.0,True,10
Cell9760,4,1078.0266624774192,False,0.0,False,-1
Cell9761,3,2103.7470703778126,False,0.0,False,-1
Cell9762,3,1290.8346535752503,False,0.0,False,-1
Cell9763,4,1666.030895395418,False,0.0,False,-1
Cell9764,5,1090.54132876415,False,0.0,False,-1
Cell9765,1,6866.407195253143,True,0.5159025011095997,False,-1
Cell9766,7,1388.8755749425338,False,0.0,False,-1
Cell9767,3,454.909489233197,True,0.2871168964385713,False,-1
Cell9768,11,1223.0541869457015,False,0.0,False,-1
Cell9769,12,2216.424235772887,False,0.0,False,-1
Cell9770,3,3015.0452201944054,False,0.0,False,-1
Cell9771,7,4072.932137965307,False,0.0,False,-1
Cell9772,1,3459.2121572999226,False,0.0,False,-1
Cell9773,10,2159.4682243631355,False,0.0,False,-1
Cell9774,11,1003.1747846527987,False,0.0,False,-1
Cell9775,13,1286.7317573530756,False,0.0,False,-1
Cell9776,7,1458.921351757049,False,0.0,False,-1
Cell9777,4,7470.938926924917,False,0.0,True,13
Cell9778,4,2938.303614391132,False,0.0,False,-1
Cell9779,10,2853.491255923146,False,0.0,False,-1
Cell9780,13,1001.5977165831005,False,0.0,False,-1
Cell9781,10,916.6986195673336,False,0.0,False,-1
Cell9782,2,1309.389804135032,False,0.0,False,-1
Cell9783,7,2508.15046675867,False,0.0,True,12
Cell9784,11,3229.685509455621,False,0.0,False,-1
Cell9785,12,1542.7014660202067,False,0.0,False,-1
Cell9786,10,1309.7213774609122,False,0.0,False,-1
Cell9787,5,1208.2413799815167,False,0.0,True,4
Cell9788,4,6228.302958877076,False,0.0,False,-1
Cell9789,4,4614.745630868843,True,0.19870980509408537,False,-1
Cell9790,12,2022.4246097847774,False,0.0,True,4
Cell9791,2,3394.1780625059814,True,0.3333853809984155,False,-1
Cell9792,11,1157.584865863683,False,0.0,False,-1
Cell9793,5,473.73200793926105,False,0.0,False,-1
Cell9794,12,7281.148099159991,False,0.0,False,-1
Cell9795,13,4996.985002224916,False,0.0,False,-1
Cell9796,13,1619.13614018663,False,0.0,False,-1
Cell9797,9,1587.8586572199376,False,0.0,False,-1
Cell9798,11,2747.8789415129104,False,0.0,False,-1
Cell9799,8,7784.440107265236,False,0.0,False,-1
Cell9800,7,1188.6158008563505,False,0.0,False,-1
Cell9801,5,1984.432698057896,False,0.0,False,-1
Cell9802,12,2367.3594130704664,False,0.0,False,-1
Cell9803,13,3596.239337167302,False,0.0,False,-1
Cell9804,5,2005.3612852087322,False,0.0,False,-1
Cell9805,9,3056.3654691031675,False,0.0,False,-1
Cell9806,11,4335.2669705341705,False,0.0,False,-1
Cell9807,1,1602.1842383068174,False,0.0,False,-1
Cell9808,2,2778.4250712578837,True,0.27848421810436913,False,-1
Cell9809,10,1919.2947921547022,False,0.0,False,-1
Cell9810,6,3202.2211665559007,False,0.0,False,-1
Cell9811,8,799.8445620259187,False,0.0,False,-1
Cell9812,3,1081.59949416578,False,0.0,False,-1
Cell9813,4,4776.55759405571,False,0.0,False,-1
Cell9814,11,3151.9636956454224,False,0.0,False,-1
Cell9815,11,2194.958526249678,False,0.0,False,-1
Cell9816,3,3176.2316119179445,False,0.0,False,-1
Cell9817,6,1386.6390737190839,False,0.0,False,-1
Cell9818,13,1567.4489151362698,False,0.0,False,-1
Cell9819,2,4923.143741850925,True,0.11089366888897051,False,-1
Cell9820,3,2916.097019718917,True,0.511159923088944,False,-1
Cell9821,3,2583.5325307126104,False,0.0,False,-1
Cell9822,6,2109.7552915856036,False,0.0,False,-1
Cell9823,4,1267.9226400811604,False,0.0,False,-1
Cell9824,4,1431.2601213859693,True,0.369863336967157,True,9
Cell9825,12,5876.99600916594,False,0.0,False,-1
Cell9826,3,4704.855752737152,False,0.0,False,-1
Cell9827,5,1543.3764027773273,False,0.0,False,-1
Cell9828,9,2152.339336074071,False,0.0,False,-1
Cell9829,13,2476.6299682034487,False,0.0,False,-1
Cell9830,11,1940.4473276370727,False,0.0,False,-1
Cell9831,1,4322.901600253766,True,0.6339169693773503,False,-1
Cell9832,9,3195.9627568072174,False,0.0,False,-1
Cell9833,1,5771.711924304691,True,0.4158271272248949,False,-1
Cell9834,4,2641.7676567233825,False,0.0,False,-1
Cell9835,8,3736.5713188643253,False,0.0,False,-1
Cell9836,3,3959.3926913430014,False,0.0,False,-1
Cell9837,13,3021.8325518217403,False,0.0,False,-1
Cell9838,2,1257.8629887658626,False,0.0,False,-1
Cell9839,5,1856.5858438233327,False,0.0,False,-1
Cell9840,10,1881.119544202637,False,0.0,False,-1
Cell9841,4,9192.6010804447,False,0.0,False,-1
Cell9842,5,5064.840373930857,False,0.0,False,-1
Cell9843,8,1650.117298683936,False,0.0,False,-1
Cell9844,9,5103.723418724943,False,0.0,False,-1
Cell9845,4,1505.511302029504,False,0.0,False,-1
Cell9846,4,924.0217038395547,False,0.0,False,-1
Cell9847,8,968.8134599426883,False,0.0,False,-1
Cell9848,5,9163.497718893941,False,0.0,False,-1
Cell9849,12,3469.635441030205,False,0.0,False,-1
Cell9850,3,748.4015631929856,True,0.3948905059046287,False,-1
Cell9851,7,702.7797956715305,False,0.0,False,-1
Cell9852,4,537.1708174312877,False,0.0,False,-1
Cell9853,6,1113.7863473948078,False,0.0,True,13
Cell9854,2,1697.3189388300157,True,0.13359194251058415,False,-1
Cell9855,4,1087.1392667147977,False,0.0,False,-1
Cell9856,1,1958.3915440734854,True,0.4134822898442915,False,-1
Cell9857,11,7277.603914836285,False,0.0,False,-1
Cell9858,7,1377.316155897331,False,0.0,False,-1
Cell9859,5,4412.645588949213,False,0.0,False,-1
Cell9860,10,6133.177027081832,False,0.0,False,-1
Cell9861,13,1914.4675980822315,False,0.0,False,-1
Cell9862,12,810.7601133364446,False,0.0,False,-1
Cell9863,4,429.1704439464442,False,0.0,False,-1
Cell9864,2,556.683470925312,False,0.0,False,-1
Cell9865,9,832.1648119950846,False,0.0,True,10
Cell9866,1,1360.9667762237325,True,0.6676084053629273,False,-1
Cell9867,12,2392.5168931293315,False,0.0,False,-1
Cell9868,11,1797.9984205134654,False,0.0,False,-1
Cell9869,12,1560.662878422238,False,0.0,False,-1
Cell9870,9,1185.0034719478642,False,0.0,False,-1
Cell9871,11,1453.2535888145203,False,0.0,False,-1
Cell9872,3,1369.3711562611625,False,0.0,False,-1
Cell9873,10,1775.4276904600001,False,0.0,False,-1
Cell9874,6,3269.6063627634458,False,0.0,False,-1
Cell9875,12,4649.710744287209,False,0.0,False,-1
